[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: mode: prune
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: model: pointnet
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: verbose: False
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: dataset: modelnet40
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: dataroot: data
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: batch_size: 32
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: total_epochs: 100
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: lr_decay_milestones: 50,80
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: lr_decay_gamma: 0.1
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: lr: 0.01
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: restore: run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: output_dir: run/modelnet40/prune/modelnet40-global-group_norm-3.0-pointnet
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: finetune: True
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: last_epochs: 100
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: reps: 1
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: method: group_norm
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: speed_up: 3.0
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: max_pruning_ratio: 1.0
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: soft_keeping_ratio: 0.0
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: reg: 1e-05
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: delta_reg: 0.0001
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: weight_decay: 0.0005
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: seed: 1
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: global_pruning: True
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: sl_total_epochs: 100
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: sl_lr: 0.01
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: sl_lr_decay_milestones: 60,80
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: sl_reg_warmup: 0
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: sl_restore: None
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: iterative_steps: 400
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: logger: <Logger modelnet40-global-group_norm-3.0-pointnet (DEBUG)>
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: device: cuda
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: num_classes: 40
[02/23 03:17:26] modelnet40-global-group_norm-3.0-pointnet INFO: Loading model from run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/23 03:17:27] modelnet40-global-group_norm-3.0-pointnet INFO: Pruning...
[02/23 03:17:31] modelnet40-global-group_norm-3.0-pointnet INFO: PointNet(
  (conv1): Conv1d(3, 44, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(44, 53, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(53, 40, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(40, 100, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(100, 822, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(44, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(53, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(822, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=822, out_features=186, bias=False)
  (bn6): BatchNorm1d(186, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=186, out_features=40, bias=True)
)
[02/23 03:17:32] modelnet40-global-group_norm-3.0-pointnet INFO: Params: 1.35 M => 0.25 M (18.74%)
[02/23 03:17:32] modelnet40-global-group_norm-3.0-pointnet INFO: FLOPs: 291.33 M => 95.29 M (32.71%, 3.06X )
[02/23 03:17:32] modelnet40-global-group_norm-3.0-pointnet INFO: Acc: 0.8861 => 0.2338
[02/23 03:17:32] modelnet40-global-group_norm-3.0-pointnet INFO: Val Loss: 0.3951 => 4.6835
[02/23 03:17:32] modelnet40-global-group_norm-3.0-pointnet INFO: Finetuning...
[02/23 03:17:43] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 0/100, Acc=0.7751, Val Loss=0.6847, lr=0.0100
[02/23 03:17:55] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 1/100, Acc=0.8314, Val Loss=0.5648, lr=0.0100
[02/23 03:18:07] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 2/100, Acc=0.8476, Val Loss=0.5229, lr=0.0100
[02/23 03:18:18] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 3/100, Acc=0.8298, Val Loss=0.5484, lr=0.0100
[02/23 03:18:30] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 4/100, Acc=0.8100, Val Loss=0.6023, lr=0.0100
[02/23 03:18:41] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 5/100, Acc=0.8553, Val Loss=0.5083, lr=0.0100
[02/23 03:18:53] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 6/100, Acc=0.8420, Val Loss=0.5365, lr=0.0100
[02/23 03:19:04] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 7/100, Acc=0.8169, Val Loss=0.5821, lr=0.0100
[02/23 03:19:16] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 8/100, Acc=0.7942, Val Loss=0.6324, lr=0.0100
[02/23 03:19:28] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 9/100, Acc=0.8367, Val Loss=0.5353, lr=0.0100
[02/23 03:19:39] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 10/100, Acc=0.8335, Val Loss=0.5649, lr=0.0100
[02/23 03:19:51] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 11/100, Acc=0.8144, Val Loss=0.5659, lr=0.0100
[02/23 03:20:02] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 12/100, Acc=0.8136, Val Loss=0.5733, lr=0.0100
[02/23 03:20:14] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 13/100, Acc=0.8177, Val Loss=0.5781, lr=0.0100
[02/23 03:20:25] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 14/100, Acc=0.8229, Val Loss=0.5647, lr=0.0100
[02/23 03:20:37] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 15/100, Acc=0.8173, Val Loss=0.5829, lr=0.0100
[02/23 03:20:49] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 16/100, Acc=0.8472, Val Loss=0.5510, lr=0.0100
[02/23 03:21:00] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 17/100, Acc=0.8177, Val Loss=0.5805, lr=0.0100
[02/23 03:21:12] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 18/100, Acc=0.8270, Val Loss=0.5738, lr=0.0100
[02/23 03:21:23] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 19/100, Acc=0.8347, Val Loss=0.5555, lr=0.0100
[02/23 03:21:35] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 20/100, Acc=0.8262, Val Loss=0.5486, lr=0.0100
[02/23 03:21:46] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 21/100, Acc=0.8323, Val Loss=0.5385, lr=0.0100
[02/23 03:21:58] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 22/100, Acc=0.8051, Val Loss=0.6669, lr=0.0100
[02/23 03:22:09] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 23/100, Acc=0.8323, Val Loss=0.5204, lr=0.0100
[02/23 03:22:21] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 24/100, Acc=0.8205, Val Loss=0.5653, lr=0.0100
[02/23 03:22:32] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 25/100, Acc=0.8189, Val Loss=0.6006, lr=0.0100
[02/23 03:22:44] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 26/100, Acc=0.8323, Val Loss=0.5442, lr=0.0100
[02/23 03:22:55] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 27/100, Acc=0.8440, Val Loss=0.5087, lr=0.0100
[02/23 03:23:07] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 28/100, Acc=0.8432, Val Loss=0.5199, lr=0.0100
[02/23 03:23:19] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 29/100, Acc=0.8116, Val Loss=0.6017, lr=0.0100
[02/23 03:23:30] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 30/100, Acc=0.8083, Val Loss=0.6210, lr=0.0100
[02/23 03:23:42] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 31/100, Acc=0.8258, Val Loss=0.5410, lr=0.0100
[02/23 03:23:54] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 32/100, Acc=0.8059, Val Loss=0.5862, lr=0.0100
[02/23 03:24:05] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 33/100, Acc=0.8412, Val Loss=0.5428, lr=0.0100
[02/23 03:24:17] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 34/100, Acc=0.8241, Val Loss=0.5562, lr=0.0100
[02/23 03:24:29] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 35/100, Acc=0.8339, Val Loss=0.5756, lr=0.0100
[02/23 03:24:40] modelnet40-global-group_norm-3.0-pointnet INFO: Epoch 36/100, Acc=0.8436, Val Loss=0.5324, lr=0.0100
