[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: mode: prune
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: model: resnet56
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: verbose: False
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: dataset: cifar100
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: dataroot: data
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: batch_size: 128
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: total_epochs: 100
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: lr: 0.01
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar10_resnet56.pth
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-proj_sl-2.0-resnet56
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: finetune: True
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: last_epochs: 100
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: reps: 1
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: method: proj_sl
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: speed_up: 2.0
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: reg: 1e-05
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: delta_reg: 0.0001
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: weight_decay: 0.0005
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: seed: 1
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: global_pruning: True
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_total_epochs: 100
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_lr: 0.01
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_restore: None
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: iterative_steps: 400
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: logger: <Logger cifar100-global-proj_sl-2.0-resnet56 (DEBUG)>
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: device: cuda
[02/21 12:30:41] cifar100-global-proj_sl-2.0-resnet56 INFO: num_classes: 100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: mode: prune
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: model: resnet56
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: verbose: False
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: dataset: cifar100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: dataroot: data
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: batch_size: 128
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: total_epochs: 100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: lr: 0.01
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-proj_sl-2.0-resnet56
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: finetune: True
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: last_epochs: 100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: reps: 1
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: method: proj_sl
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: speed_up: 2.0
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: reg: 1e-05
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: delta_reg: 0.0001
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: weight_decay: 0.0005
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: seed: 1
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: global_pruning: True
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_total_epochs: 100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_lr: 0.01
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: sl_restore: None
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: iterative_steps: 400
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: logger: <Logger cifar100-global-proj_sl-2.0-resnet56 (DEBUG)>
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: device: cuda
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: num_classes: 100
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: Loading model from run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 22:54:35] cifar100-global-proj_sl-2.0-resnet56 INFO: Regularizing...
[02/21 23:01:36] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 0/100, Acc=0.6558, Val Loss=1.3960, lr=0.0100
[02/21 23:08:35] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 1/100, Acc=0.6645, Val Loss=1.4187, lr=0.0100
[02/21 23:15:36] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 2/100, Acc=0.6500, Val Loss=1.4914, lr=0.0100
[02/21 23:22:37] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 3/100, Acc=0.6697, Val Loss=1.3962, lr=0.0100
[02/21 23:29:37] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 4/100, Acc=0.6686, Val Loss=1.3955, lr=0.0100
[02/21 23:36:37] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 5/100, Acc=0.6836, Val Loss=1.3634, lr=0.0100
[02/21 23:43:38] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 6/100, Acc=0.6682, Val Loss=1.4074, lr=0.0100
[02/21 23:50:38] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 7/100, Acc=0.6855, Val Loss=1.3598, lr=0.0100
[02/21 23:57:39] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 8/100, Acc=0.6615, Val Loss=1.4228, lr=0.0100
[02/22 00:04:41] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 9/100, Acc=0.6702, Val Loss=1.4513, lr=0.0100
[02/22 00:11:42] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 10/100, Acc=0.6780, Val Loss=1.3927, lr=0.0100
[02/22 00:18:43] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 11/100, Acc=0.6725, Val Loss=1.4103, lr=0.0100
[02/22 00:25:43] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 12/100, Acc=0.6787, Val Loss=1.4643, lr=0.0100
[02/22 00:32:42] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 13/100, Acc=0.6759, Val Loss=1.4460, lr=0.0100
[02/22 00:39:42] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 14/100, Acc=0.6779, Val Loss=1.4502, lr=0.0100
[02/22 00:46:44] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 15/100, Acc=0.6785, Val Loss=1.4677, lr=0.0100
[02/22 00:53:47] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 16/100, Acc=0.6672, Val Loss=1.5207, lr=0.0100
[02/22 01:00:50] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 17/100, Acc=0.6838, Val Loss=1.4389, lr=0.0100
[02/22 01:07:49] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 18/100, Acc=0.6922, Val Loss=1.4163, lr=0.0100
[02/22 01:14:48] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 19/100, Acc=0.6825, Val Loss=1.4711, lr=0.0100
[02/22 01:21:48] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 20/100, Acc=0.6833, Val Loss=1.4781, lr=0.0100
[02/22 01:28:49] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 21/100, Acc=0.6855, Val Loss=1.4539, lr=0.0100
[02/22 01:35:52] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 22/100, Acc=0.6778, Val Loss=1.5269, lr=0.0100
[02/22 01:42:55] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 23/100, Acc=0.6894, Val Loss=1.4958, lr=0.0100
[02/22 01:49:58] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 24/100, Acc=0.6799, Val Loss=1.5457, lr=0.0100
[02/22 01:57:02] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 25/100, Acc=0.6842, Val Loss=1.5179, lr=0.0100
[02/22 02:04:06] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 26/100, Acc=0.6797, Val Loss=1.5976, lr=0.0100
[02/22 02:11:07] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 27/100, Acc=0.6796, Val Loss=1.5745, lr=0.0100
[02/22 02:18:10] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 28/100, Acc=0.6791, Val Loss=1.5705, lr=0.0100
[02/22 02:25:10] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 29/100, Acc=0.6799, Val Loss=1.5730, lr=0.0100
[02/22 02:32:10] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 30/100, Acc=0.6787, Val Loss=1.6259, lr=0.0100
[02/22 02:39:12] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 31/100, Acc=0.6805, Val Loss=1.5588, lr=0.0100
[02/22 02:46:13] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 32/100, Acc=0.6822, Val Loss=1.5613, lr=0.0100
[02/22 02:53:17] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 33/100, Acc=0.6921, Val Loss=1.5325, lr=0.0100
[02/22 03:00:21] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 34/100, Acc=0.6850, Val Loss=1.5799, lr=0.0100
[02/22 03:07:24] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 35/100, Acc=0.6738, Val Loss=1.6651, lr=0.0100
[02/22 03:14:28] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 36/100, Acc=0.6758, Val Loss=1.6803, lr=0.0100
[02/22 03:21:29] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 37/100, Acc=0.6803, Val Loss=1.6689, lr=0.0100
[02/22 03:28:30] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 38/100, Acc=0.6870, Val Loss=1.5959, lr=0.0100
[02/22 03:35:31] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 39/100, Acc=0.6832, Val Loss=1.6346, lr=0.0100
[02/22 03:42:33] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 40/100, Acc=0.6844, Val Loss=1.6086, lr=0.0100
[02/22 03:49:36] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 41/100, Acc=0.6864, Val Loss=1.6013, lr=0.0100
[02/22 03:56:39] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 42/100, Acc=0.6901, Val Loss=1.5819, lr=0.0100
[02/22 04:03:41] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 43/100, Acc=0.6946, Val Loss=1.6184, lr=0.0100
[02/22 04:10:46] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 44/100, Acc=0.6865, Val Loss=1.6272, lr=0.0100
[02/22 04:17:50] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 45/100, Acc=0.6941, Val Loss=1.5927, lr=0.0100
[02/22 04:24:52] cifar100-global-proj_sl-2.0-resnet56 INFO: Epoch 46/100, Acc=0.6873, Val Loss=1.6008, lr=0.0100
