[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: mode: prune
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: model: pointnet
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: verbose: False
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: dataset: modelnet40
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: dataroot: data
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: batch_size: 32
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: total_epochs: 100
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: lr_decay_milestones: 50,80
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: lr_decay_gamma: 0.1
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: lr: 0.01
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: restore: run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: output_dir: run/modelnet40/prune/modelnet40-global-random-3.0-pointnet
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: finetune: True
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: last_epochs: 100
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: reps: 1
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: method: random
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: speed_up: 3.0
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: max_pruning_ratio: 1.0
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: soft_keeping_ratio: 0.0
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: reg: 1e-05
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: delta_reg: 0.0001
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: weight_decay: 0.0005
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: seed: 1
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: global_pruning: True
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: sl_total_epochs: 100
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: sl_lr: 0.01
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: sl_lr_decay_milestones: 60,80
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: sl_reg_warmup: 0
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: sl_restore: None
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: iterative_steps: 400
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: logger: <Logger modelnet40-global-random-3.0-pointnet (DEBUG)>
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: device: cuda
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: num_classes: 40
[02/23 01:23:59] modelnet40-global-random-3.0-pointnet INFO: Loading model from run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/23 01:24:00] modelnet40-global-random-3.0-pointnet INFO: Pruning...
[02/23 01:24:01] modelnet40-global-random-3.0-pointnet INFO: PointNet(
  (conv1): Conv1d(3, 1, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(1, 1, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(1, 1, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(1, 45, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(45, 1965, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(45, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1965, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1965, out_features=429, bias=False)
  (bn6): BatchNorm1d(429, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=429, out_features=40, bias=True)
)
[02/23 01:24:02] modelnet40-global-random-3.0-pointnet INFO: Params: 1.35 M => 0.95 M (70.45%)
[02/23 01:24:02] modelnet40-global-random-3.0-pointnet INFO: FLOPs: 291.33 M => 95.58 M (32.81%, 3.05X )
[02/23 01:24:02] modelnet40-global-random-3.0-pointnet INFO: Acc: 0.8861 => 0.0405
[02/23 01:24:02] modelnet40-global-random-3.0-pointnet INFO: Val Loss: 0.3951 => 13.2318
[02/23 01:24:02] modelnet40-global-random-3.0-pointnet INFO: Finetuning...
[03/23 01:24:14] modelnet40-global-random-3.0-pointnet INFO: Epoch 0/100, Acc=0.8301, Val Loss=3.3020, lr=0.0100
[02/23 01:24:25] modelnet40-global-random-3.0-pointnet INFO: Epoch 1/100, Acc=0.8317, Val Loss=3.2546, lr=0.0100
[02/23 01:24:37] modelnet40-global-random-3.0-pointnet INFO: Epoch 2/100, Acc=0.8256, Val Loss=3.2702, lr=0.0100
[02/23 01:24:48] modelnet40-global-random-3.0-pointnet INFO: Epoch 3/100, Acc=0.8422, Val Loss=3.2579, lr=0.0100
[02/23 01:25:00] modelnet40-global-random-3.0-pointnet INFO: Epoch 4/100, Acc=0.8333, Val Loss=3.2855, lr=0.0100
[02/23 01:25:12] modelnet40-global-random-3.0-pointnet INFO: Epoch 5/100, Acc=0.8528, Val Loss=3.1618, lr=0.0100
[02/23 01:25:23] modelnet40-global-random-3.0-pointnet INFO: Epoch 6/100, Acc=0.7989, Val Loss=3.3859, lr=0.0100
[02/23 01:25:35] modelnet40-global-random-3.0-pointnet INFO: Epoch 7/100, Acc=0.8467, Val Loss=3.1498, lr=0.0100
[02/23 01:25:46] modelnet40-global-random-3.0-pointnet INFO: Epoch 8/100, Acc=0.8499, Val Loss=3.1404, lr=0.0100
[02/23 01:25:57] modelnet40-global-random-3.0-pointnet INFO: Epoch 9/100, Acc=0.8621, Val Loss=3.1081, lr=0.0100
[02/23 01:26:09] modelnet40-global-random-3.0-pointnet INFO: Epoch 10/100, Acc=0.8621, Val Loss=3.1099, lr=0.0100
[02/23 01:26:20] modelnet40-global-random-3.0-pointnet INFO: Epoch 11/100, Acc=0.8613, Val Loss=3.1185, lr=0.0100
[02/23 01:26:31] modelnet40-global-random-3.0-pointnet INFO: Epoch 12/100, Acc=0.8536, Val Loss=3.1055, lr=0.0100
[02/23 01:26:42] modelnet40-global-random-3.0-pointnet INFO: Epoch 13/100, Acc=0.8487, Val Loss=3.0863, lr=0.0100
[02/23 01:26:54] modelnet40-global-random-3.0-pointnet INFO: Epoch 14/100, Acc=0.8661, Val Loss=3.0659, lr=0.0100
[02/23 01:27:05] modelnet40-global-random-3.0-pointnet INFO: Epoch 15/100, Acc=0.8520, Val Loss=3.1209, lr=0.0100
[02/23 01:27:16] modelnet40-global-random-3.0-pointnet INFO: Epoch 16/100, Acc=0.8576, Val Loss=3.0857, lr=0.0100
[02/23 01:27:28] modelnet40-global-random-3.0-pointnet INFO: Epoch 17/100, Acc=0.8584, Val Loss=3.0834, lr=0.0100
[02/23 01:27:39] modelnet40-global-random-3.0-pointnet INFO: Epoch 18/100, Acc=0.8678, Val Loss=3.0841, lr=0.0100
[02/23 01:27:50] modelnet40-global-random-3.0-pointnet INFO: Epoch 19/100, Acc=0.8467, Val Loss=3.0995, lr=0.0100
[02/23 01:28:01] modelnet40-global-random-3.0-pointnet INFO: Epoch 20/100, Acc=0.8520, Val Loss=3.1053, lr=0.0100
[02/23 01:28:12] modelnet40-global-random-3.0-pointnet INFO: Epoch 21/100, Acc=0.8548, Val Loss=3.0926, lr=0.0100
[02/23 01:28:23] modelnet40-global-random-3.0-pointnet INFO: Epoch 22/100, Acc=0.8710, Val Loss=3.0935, lr=0.0100
[02/23 01:28:34] modelnet40-global-random-3.0-pointnet INFO: Epoch 23/100, Acc=0.8682, Val Loss=3.0746, lr=0.0100
[02/23 01:28:46] modelnet40-global-random-3.0-pointnet INFO: Epoch 24/100, Acc=0.8568, Val Loss=3.1027, lr=0.0100
[02/23 01:28:57] modelnet40-global-random-3.0-pointnet INFO: Epoch 25/100, Acc=0.8783, Val Loss=3.0937, lr=0.0100
[02/23 01:29:08] modelnet40-global-random-3.0-pointnet INFO: Epoch 26/100, Acc=0.8548, Val Loss=3.0864, lr=0.0100
[02/23 01:29:19] modelnet40-global-random-3.0-pointnet INFO: Epoch 27/100, Acc=0.8548, Val Loss=3.0703, lr=0.0100
[02/23 01:29:30] modelnet40-global-random-3.0-pointnet INFO: Epoch 28/100, Acc=0.8499, Val Loss=3.0995, lr=0.0100
[02/23 01:29:41] modelnet40-global-random-3.0-pointnet INFO: Epoch 29/100, Acc=0.8609, Val Loss=3.1133, lr=0.0100
[02/23 01:29:52] modelnet40-global-random-3.0-pointnet INFO: Epoch 30/100, Acc=0.8520, Val Loss=3.0829, lr=0.0100
[02/23 01:30:03] modelnet40-global-random-3.0-pointnet INFO: Epoch 31/100, Acc=0.8483, Val Loss=3.1030, lr=0.0100
[02/23 01:30:14] modelnet40-global-random-3.0-pointnet INFO: Epoch 32/100, Acc=0.8507, Val Loss=3.0915, lr=0.0100
[02/23 01:30:25] modelnet40-global-random-3.0-pointnet INFO: Epoch 33/100, Acc=0.8613, Val Loss=3.1098, lr=0.0100
[02/23 01:30:36] modelnet40-global-random-3.0-pointnet INFO: Epoch 34/100, Acc=0.8682, Val Loss=3.0962, lr=0.0100
[02/23 01:30:47] modelnet40-global-random-3.0-pointnet INFO: Epoch 35/100, Acc=0.8568, Val Loss=3.1188, lr=0.0100
[02/23 01:30:58] modelnet40-global-random-3.0-pointnet INFO: Epoch 36/100, Acc=0.8540, Val Loss=3.1014, lr=0.0100
