[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: mode: prune
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: model: pointnet
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: verbose: False
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: dataset: modelnet40
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: dataroot: data
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: batch_size: 32
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: total_epochs: 100
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: lr_decay_milestones: 50,80
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: lr_decay_gamma: 0.1
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: lr: 0.01
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: restore: run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: output_dir: run/modelnet40/prune/modelnet40-global-fpgm-2.0-pointnet
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: finetune: True
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: last_epochs: 100
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: reps: 1
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: method: fpgm
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: speed_up: 2.0
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: max_pruning_ratio: 1.0
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: soft_keeping_ratio: 0.0
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: reg: 1e-05
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: delta_reg: 0.0001
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: weight_decay: 0.0005
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: seed: 1
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: global_pruning: True
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: sl_total_epochs: 100
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: sl_lr: 0.01
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: sl_lr_decay_milestones: 60,80
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: sl_reg_warmup: 0
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: sl_restore: None
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: iterative_steps: 400
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: logger: <Logger modelnet40-global-fpgm-2.0-pointnet (DEBUG)>
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: device: cuda
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: num_classes: 40
[02/22 12:37:32] modelnet40-global-fpgm-2.0-pointnet INFO: Loading model from run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/22 12:37:33] modelnet40-global-fpgm-2.0-pointnet INFO: Pruning...
[02/22 12:37:37] modelnet40-global-fpgm-2.0-pointnet INFO: PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 61, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(61, 113, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(113, 1088, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(61, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(113, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1088, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1088, out_features=230, bias=False)
  (bn6): BatchNorm1d(230, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=230, out_features=40, bias=True)
)
[02/22 12:37:38] modelnet40-global-fpgm-2.0-pointnet INFO: Params: 1.35 M => 0.40 M (29.61%)
[02/22 12:37:38] modelnet40-global-fpgm-2.0-pointnet INFO: FLOPs: 291.33 M => 144.45 M (49.58%, 2.02X )
[02/22 12:37:38] modelnet40-global-fpgm-2.0-pointnet INFO: Acc: 0.8861 => 0.4003
[02/22 12:37:38] modelnet40-global-fpgm-2.0-pointnet INFO: Val Loss: 0.3951 => 2.9519
[02/22 12:37:38] modelnet40-global-fpgm-2.0-pointnet INFO: Finetuning...
[02/22 12:37:50] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 0/100, Acc=0.8444, Val Loss=0.5384, lr=0.0100
[02/22 12:38:03] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 1/100, Acc=0.8023, Val Loss=0.6674, lr=0.0100
[02/22 12:38:15] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 2/100, Acc=0.8039, Val Loss=0.5931, lr=0.0100
[02/22 12:38:28] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 3/100, Acc=0.8456, Val Loss=0.5032, lr=0.0100
[02/22 12:38:40] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 4/100, Acc=0.8197, Val Loss=0.5786, lr=0.0100
[02/22 12:38:52] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 5/100, Acc=0.8424, Val Loss=0.5516, lr=0.0100
[02/22 12:39:05] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 6/100, Acc=0.8262, Val Loss=0.5583, lr=0.0100
[02/22 12:39:18] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 7/100, Acc=0.7840, Val Loss=0.6784, lr=0.0100
[02/22 12:39:31] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 8/100, Acc=0.8424, Val Loss=0.5156, lr=0.0100
[02/22 12:39:43] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 9/100, Acc=0.8270, Val Loss=0.5590, lr=0.0100
[02/22 12:39:55] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 10/100, Acc=0.8331, Val Loss=0.5799, lr=0.0100
[02/22 12:40:08] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 11/100, Acc=0.8140, Val Loss=0.6055, lr=0.0100
[02/22 12:40:20] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 12/100, Acc=0.8400, Val Loss=0.5380, lr=0.0100
[02/22 12:40:32] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 13/100, Acc=0.8189, Val Loss=0.5445, lr=0.0100
[02/22 12:40:44] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 14/100, Acc=0.8027, Val Loss=0.6130, lr=0.0100
[02/22 12:40:57] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 15/100, Acc=0.8217, Val Loss=0.5550, lr=0.0100
[02/22 12:41:09] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 16/100, Acc=0.8412, Val Loss=0.5202, lr=0.0100
[02/22 12:41:22] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 17/100, Acc=0.8140, Val Loss=0.5808, lr=0.0100
[02/22 12:41:34] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 18/100, Acc=0.8233, Val Loss=0.5804, lr=0.0100
[02/22 12:41:46] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 19/100, Acc=0.8501, Val Loss=0.5088, lr=0.0100
[02/22 12:41:59] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 20/100, Acc=0.8294, Val Loss=0.5377, lr=0.0100
[02/22 12:42:11] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 21/100, Acc=0.8493, Val Loss=0.5143, lr=0.0100
[02/22 12:42:23] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 22/100, Acc=0.8039, Val Loss=0.6463, lr=0.0100
[02/22 12:42:36] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 23/100, Acc=0.8233, Val Loss=0.5405, lr=0.0100
[02/22 12:42:48] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 24/100, Acc=0.8359, Val Loss=0.5253, lr=0.0100
[02/22 12:43:00] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 25/100, Acc=0.8314, Val Loss=0.5561, lr=0.0100
[02/22 12:43:12] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 26/100, Acc=0.8136, Val Loss=0.6086, lr=0.0100
[02/22 12:43:25] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 27/100, Acc=0.8549, Val Loss=0.4994, lr=0.0100
[02/22 12:43:37] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 28/100, Acc=0.8452, Val Loss=0.5524, lr=0.0100
[02/22 12:43:51] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 29/100, Acc=0.8375, Val Loss=0.5527, lr=0.0100
[02/22 12:44:04] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 30/100, Acc=0.8185, Val Loss=0.6154, lr=0.0100
[02/22 12:44:17] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 31/100, Acc=0.8209, Val Loss=0.5670, lr=0.0100
[02/22 12:44:29] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 32/100, Acc=0.8254, Val Loss=0.5589, lr=0.0100
[02/22 12:44:41] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 33/100, Acc=0.8521, Val Loss=0.5137, lr=0.0100
[02/22 12:44:54] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 34/100, Acc=0.8448, Val Loss=0.5089, lr=0.0100
[02/22 12:45:07] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 35/100, Acc=0.8185, Val Loss=0.5624, lr=0.0100
[02/22 12:45:19] modelnet40-global-fpgm-2.0-pointnet INFO: Epoch 36/100, Acc=0.8185, Val Loss=0.5980, lr=0.0100
