[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: mode: prune
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: model: resnet56
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: verbose: False
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: dataset: cifar100
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: dataroot: data
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: batch_size: 128
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: total_epochs: 100
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: lr: 0.01
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar10_resnet56.pth
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-group_sl-3.0-resnet56
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: finetune: True
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: last_epochs: 100
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: reps: 1
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: method: group_sl
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: speed_up: 3.0
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: reg: 1e-05
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: delta_reg: 0.0001
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: weight_decay: 0.0005
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: seed: 1
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: global_pruning: True
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: sl_total_epochs: 100
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: sl_lr: 0.01
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: sl_restore: None
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: iterative_steps: 400
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: logger: <Logger cifar100-global-group_sl-3.0-resnet56 (DEBUG)>
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: device: cuda
[02/21 12:30:56] cifar100-global-group_sl-3.0-resnet56 INFO: num_classes: 100
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: mode: prune
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: model: resnet56
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: verbose: False
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: dataset: cifar100
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: dataroot: data
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: batch_size: 128
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: total_epochs: 100
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: lr: 0.01
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-group_sl-3.0-resnet56
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: finetune: True
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: last_epochs: 100
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: reps: 1
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: method: group_sl
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: speed_up: 3.0
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: reg: 1e-05
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: delta_reg: 0.0001
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: weight_decay: 0.0005
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: seed: 1
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: global_pruning: True
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: sl_total_epochs: 100
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: sl_lr: 0.01
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: sl_restore: None
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: iterative_steps: 400
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: logger: <Logger cifar100-global-group_sl-3.0-resnet56 (DEBUG)>
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: device: cuda
[02/21 21:37:31] cifar100-global-group_sl-3.0-resnet56 INFO: num_classes: 100
[02/21 21:37:32] cifar100-global-group_sl-3.0-resnet56 INFO: Loading model from run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 21:37:32] cifar100-global-group_sl-3.0-resnet56 INFO: Regularizing...
[02/21 21:38:30] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 0/100, Acc=0.6568, Val Loss=1.4284, lr=0.0100
[02/21 21:39:28] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 1/100, Acc=0.6673, Val Loss=1.3766, lr=0.0100
[02/21 21:40:26] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 2/100, Acc=0.6588, Val Loss=1.4751, lr=0.0100
[02/21 21:41:24] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 3/100, Acc=0.6714, Val Loss=1.3532, lr=0.0100
[02/21 21:42:23] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 4/100, Acc=0.6626, Val Loss=1.4321, lr=0.0100
[02/21 21:43:21] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 5/100, Acc=0.6727, Val Loss=1.4147, lr=0.0100
[02/21 21:44:19] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 6/100, Acc=0.6631, Val Loss=1.4638, lr=0.0100
[02/21 21:45:17] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 7/100, Acc=0.6817, Val Loss=1.3882, lr=0.0100
[02/21 21:46:16] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 8/100, Acc=0.6669, Val Loss=1.4328, lr=0.0100
[02/21 21:47:14] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 9/100, Acc=0.6788, Val Loss=1.4348, lr=0.0100
[02/21 21:48:12] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 10/100, Acc=0.6762, Val Loss=1.4056, lr=0.0100
[02/21 21:49:11] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 11/100, Acc=0.6735, Val Loss=1.4293, lr=0.0100
[02/21 21:50:09] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 12/100, Acc=0.6693, Val Loss=1.4858, lr=0.0100
[02/21 21:51:08] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 13/100, Acc=0.6814, Val Loss=1.4139, lr=0.0100
[02/21 21:52:06] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 14/100, Acc=0.6708, Val Loss=1.4601, lr=0.0100
[02/21 21:53:05] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 15/100, Acc=0.6845, Val Loss=1.3917, lr=0.0100
[02/21 21:54:04] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 16/100, Acc=0.6799, Val Loss=1.4377, lr=0.0100
[02/21 21:55:02] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 17/100, Acc=0.6764, Val Loss=1.4481, lr=0.0100
[02/21 21:56:02] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 18/100, Acc=0.6742, Val Loss=1.5238, lr=0.0100
[02/21 21:57:01] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 19/100, Acc=0.6866, Val Loss=1.4380, lr=0.0100
[02/21 21:58:00] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 20/100, Acc=0.6728, Val Loss=1.4795, lr=0.0100
[02/21 21:58:59] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 21/100, Acc=0.6890, Val Loss=1.4269, lr=0.0100
[02/21 21:59:58] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 22/100, Acc=0.6818, Val Loss=1.5285, lr=0.0100
[02/21 22:00:56] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 23/100, Acc=0.6766, Val Loss=1.5421, lr=0.0100
[02/21 22:01:55] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 24/100, Acc=0.6765, Val Loss=1.5517, lr=0.0100
[02/21 22:02:54] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 25/100, Acc=0.6829, Val Loss=1.4950, lr=0.0100
[02/21 22:03:53] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 26/100, Acc=0.6866, Val Loss=1.5258, lr=0.0100
[02/21 22:04:52] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 27/100, Acc=0.6788, Val Loss=1.5036, lr=0.0100
[02/21 22:05:52] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 28/100, Acc=0.6862, Val Loss=1.5289, lr=0.0100
[02/21 22:06:51] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 29/100, Acc=0.6847, Val Loss=1.5183, lr=0.0100
[02/21 22:07:50] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 30/100, Acc=0.6846, Val Loss=1.5493, lr=0.0100
[02/21 22:08:49] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 31/100, Acc=0.6862, Val Loss=1.5508, lr=0.0100
[02/21 22:09:49] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 32/100, Acc=0.6760, Val Loss=1.5850, lr=0.0100
[02/21 22:10:47] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 33/100, Acc=0.6868, Val Loss=1.5134, lr=0.0100
[02/21 22:11:46] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 34/100, Acc=0.6907, Val Loss=1.5030, lr=0.0100
[02/21 22:12:45] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 35/100, Acc=0.6752, Val Loss=1.6392, lr=0.0100
[02/21 22:13:44] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 36/100, Acc=0.6816, Val Loss=1.5627, lr=0.0100
[02/21 22:14:43] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 37/100, Acc=0.6808, Val Loss=1.6393, lr=0.0100
[02/21 22:15:42] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 38/100, Acc=0.6817, Val Loss=1.5963, lr=0.0100
[02/21 22:16:40] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 39/100, Acc=0.6736, Val Loss=1.6851, lr=0.0100
[02/21 22:17:39] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 40/100, Acc=0.6861, Val Loss=1.6254, lr=0.0100
[02/21 22:18:38] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 41/100, Acc=0.6844, Val Loss=1.6011, lr=0.0100
[02/21 22:19:37] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 42/100, Acc=0.6911, Val Loss=1.5525, lr=0.0100
[02/21 22:20:37] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 43/100, Acc=0.6783, Val Loss=1.7020, lr=0.0100
[02/21 22:21:37] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 44/100, Acc=0.6889, Val Loss=1.6193, lr=0.0100
[02/21 22:22:37] cifar100-global-group_sl-3.0-resnet56 INFO: Epoch 45/100, Acc=0.6822, Val Loss=1.6474, lr=0.0100
