[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: mode: prune
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: model: resnet56
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: verbose: False
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: dataset: cifar100
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: dataroot: data
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: batch_size: 128
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: total_epochs: 100
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: lr: 0.01
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar10_resnet56.pth
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-slim-2.0-resnet56
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: finetune: True
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: last_epochs: 100
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: reps: 1
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: method: slim
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: speed_up: 2.0
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: reg: 1e-05
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: delta_reg: 0.0001
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: weight_decay: 0.0005
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: seed: 1
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: global_pruning: True
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: sl_total_epochs: 100
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: sl_lr: 0.01
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: sl_restore: None
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: iterative_steps: 400
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: logger: <Logger cifar100-global-slim-2.0-resnet56 (DEBUG)>
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: device: cuda
[02/21 12:30:20] cifar100-global-slim-2.0-resnet56 INFO: num_classes: 100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: mode: prune
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: model: resnet56
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: verbose: False
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: dataset: cifar100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: dataroot: data
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: batch_size: 128
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: total_epochs: 100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: lr: 0.01
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-slim-2.0-resnet56
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: finetune: True
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: last_epochs: 100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: reps: 1
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: method: slim
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: speed_up: 2.0
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: reg: 1e-05
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: delta_reg: 0.0001
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: weight_decay: 0.0005
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: seed: 1
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: global_pruning: True
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: sl_total_epochs: 100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: sl_lr: 0.01
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: sl_restore: None
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: iterative_steps: 400
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: logger: <Logger cifar100-global-slim-2.0-resnet56 (DEBUG)>
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: device: cuda
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: num_classes: 100
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: Loading model from run/cifar100/pretrain/cifar100_resnet56.pth
[02/21 17:24:14] cifar100-global-slim-2.0-resnet56 INFO: Regularizing...
[02/21 17:24:41] cifar100-global-slim-2.0-resnet56 INFO: Epoch 0/100, Acc=0.6549, Val Loss=1.4473, lr=0.0100
[02/21 17:25:09] cifar100-global-slim-2.0-resnet56 INFO: Epoch 1/100, Acc=0.6675, Val Loss=1.3655, lr=0.0100
[02/21 17:25:36] cifar100-global-slim-2.0-resnet56 INFO: Epoch 2/100, Acc=0.6622, Val Loss=1.4648, lr=0.0100
[02/21 17:26:03] cifar100-global-slim-2.0-resnet56 INFO: Epoch 3/100, Acc=0.6626, Val Loss=1.4551, lr=0.0100
[02/21 17:26:30] cifar100-global-slim-2.0-resnet56 INFO: Epoch 4/100, Acc=0.6700, Val Loss=1.4253, lr=0.0100
[02/21 17:26:58] cifar100-global-slim-2.0-resnet56 INFO: Epoch 5/100, Acc=0.6649, Val Loss=1.4261, lr=0.0100
[02/21 17:27:25] cifar100-global-slim-2.0-resnet56 INFO: Epoch 6/100, Acc=0.6708, Val Loss=1.4388, lr=0.0100
[02/21 17:27:53] cifar100-global-slim-2.0-resnet56 INFO: Epoch 7/100, Acc=0.6709, Val Loss=1.4467, lr=0.0100
[02/21 17:28:20] cifar100-global-slim-2.0-resnet56 INFO: Epoch 8/100, Acc=0.6766, Val Loss=1.4220, lr=0.0100
[02/21 17:28:48] cifar100-global-slim-2.0-resnet56 INFO: Epoch 9/100, Acc=0.6839, Val Loss=1.3775, lr=0.0100
[02/21 17:29:15] cifar100-global-slim-2.0-resnet56 INFO: Epoch 10/100, Acc=0.6801, Val Loss=1.4043, lr=0.0100
[02/21 17:29:43] cifar100-global-slim-2.0-resnet56 INFO: Epoch 11/100, Acc=0.6774, Val Loss=1.4281, lr=0.0100
[02/21 17:30:10] cifar100-global-slim-2.0-resnet56 INFO: Epoch 12/100, Acc=0.6799, Val Loss=1.4414, lr=0.0100
[02/21 17:30:37] cifar100-global-slim-2.0-resnet56 INFO: Epoch 13/100, Acc=0.6751, Val Loss=1.5013, lr=0.0100
[02/21 17:31:05] cifar100-global-slim-2.0-resnet56 INFO: Epoch 14/100, Acc=0.6698, Val Loss=1.4954, lr=0.0100
[02/21 17:31:32] cifar100-global-slim-2.0-resnet56 INFO: Epoch 15/100, Acc=0.6830, Val Loss=1.4309, lr=0.0100
[02/21 17:31:59] cifar100-global-slim-2.0-resnet56 INFO: Epoch 16/100, Acc=0.6877, Val Loss=1.4284, lr=0.0100
[02/21 17:32:27] cifar100-global-slim-2.0-resnet56 INFO: Epoch 17/100, Acc=0.6891, Val Loss=1.4358, lr=0.0100
[02/21 17:32:54] cifar100-global-slim-2.0-resnet56 INFO: Epoch 18/100, Acc=0.6818, Val Loss=1.4853, lr=0.0100
[02/21 17:33:21] cifar100-global-slim-2.0-resnet56 INFO: Epoch 19/100, Acc=0.6823, Val Loss=1.4801, lr=0.0100
[02/21 17:33:48] cifar100-global-slim-2.0-resnet56 INFO: Epoch 20/100, Acc=0.6780, Val Loss=1.5568, lr=0.0100
[02/21 17:34:15] cifar100-global-slim-2.0-resnet56 INFO: Epoch 21/100, Acc=0.6877, Val Loss=1.4668, lr=0.0100
[02/21 17:34:42] cifar100-global-slim-2.0-resnet56 INFO: Epoch 22/100, Acc=0.6781, Val Loss=1.5616, lr=0.0100
[02/21 17:35:09] cifar100-global-slim-2.0-resnet56 INFO: Epoch 23/100, Acc=0.6813, Val Loss=1.5505, lr=0.0100
[02/21 17:35:37] cifar100-global-slim-2.0-resnet56 INFO: Epoch 24/100, Acc=0.6863, Val Loss=1.5491, lr=0.0100
[02/21 17:36:04] cifar100-global-slim-2.0-resnet56 INFO: Epoch 25/100, Acc=0.6889, Val Loss=1.4988, lr=0.0100
[02/21 17:36:31] cifar100-global-slim-2.0-resnet56 INFO: Epoch 26/100, Acc=0.6843, Val Loss=1.5719, lr=0.0100
[02/21 17:36:59] cifar100-global-slim-2.0-resnet56 INFO: Epoch 27/100, Acc=0.6811, Val Loss=1.5773, lr=0.0100
[02/21 17:37:26] cifar100-global-slim-2.0-resnet56 INFO: Epoch 28/100, Acc=0.6926, Val Loss=1.5781, lr=0.0100
[02/21 17:37:55] cifar100-global-slim-2.0-resnet56 INFO: Epoch 29/100, Acc=0.6912, Val Loss=1.5624, lr=0.0100
[02/21 17:38:23] cifar100-global-slim-2.0-resnet56 INFO: Epoch 30/100, Acc=0.6822, Val Loss=1.6769, lr=0.0100
[02/21 17:38:52] cifar100-global-slim-2.0-resnet56 INFO: Epoch 31/100, Acc=0.6898, Val Loss=1.5667, lr=0.0100
[02/21 17:39:21] cifar100-global-slim-2.0-resnet56 INFO: Epoch 32/100, Acc=0.6937, Val Loss=1.5571, lr=0.0100
[02/21 17:39:50] cifar100-global-slim-2.0-resnet56 INFO: Epoch 33/100, Acc=0.6930, Val Loss=1.5198, lr=0.0100
[02/21 17:40:19] cifar100-global-slim-2.0-resnet56 INFO: Epoch 34/100, Acc=0.6897, Val Loss=1.6135, lr=0.0100
[02/21 17:40:48] cifar100-global-slim-2.0-resnet56 INFO: Epoch 35/100, Acc=0.6864, Val Loss=1.6578, lr=0.0100
[02/21 17:41:17] cifar100-global-slim-2.0-resnet56 INFO: Epoch 36/100, Acc=0.6876, Val Loss=1.6491, lr=0.0100
[02/21 17:41:46] cifar100-global-slim-2.0-resnet56 INFO: Epoch 37/100, Acc=0.6903, Val Loss=1.6184, lr=0.0100
[02/21 17:42:16] cifar100-global-slim-2.0-resnet56 INFO: Epoch 38/100, Acc=0.6887, Val Loss=1.6259, lr=0.0100
[02/21 17:42:45] cifar100-global-slim-2.0-resnet56 INFO: Epoch 39/100, Acc=0.6916, Val Loss=1.6550, lr=0.0100
[02/21 17:43:14] cifar100-global-slim-2.0-resnet56 INFO: Epoch 40/100, Acc=0.6909, Val Loss=1.6674, lr=0.0100
[02/21 17:43:44] cifar100-global-slim-2.0-resnet56 INFO: Epoch 41/100, Acc=0.6909, Val Loss=1.6838, lr=0.0100
[02/21 17:44:13] cifar100-global-slim-2.0-resnet56 INFO: Epoch 42/100, Acc=0.6941, Val Loss=1.6407, lr=0.0100
[02/21 17:44:41] cifar100-global-slim-2.0-resnet56 INFO: Epoch 43/100, Acc=0.6891, Val Loss=1.7042, lr=0.0100
[02/21 17:45:09] cifar100-global-slim-2.0-resnet56 INFO: Epoch 44/100, Acc=0.6916, Val Loss=1.6693, lr=0.0100
