[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: mode: prune
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: model: resnet56
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: verbose: False
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: dataset: cifar100
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: dataroot: data
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: batch_size: 128
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: total_epochs: 100
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: lr: 0.01
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar10_resnet56.pth
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-proj_sl-3.0-resnet56
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: finetune: True
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: last_epochs: 100
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: reps: 1
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: method: proj_sl
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: speed_up: 3.0
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: reg: 1e-05
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: delta_reg: 0.0001
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: weight_decay: 0.0005
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: seed: 1
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: global_pruning: True
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_total_epochs: 100
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_lr: 0.01
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_reg_warmup: 0
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_restore: None
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: iterative_steps: 400
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: logger: <Logger cifar100-global-proj_sl-3.0-resnet56 (DEBUG)>
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: device: cuda
[02/21 12:31:06] cifar100-global-proj_sl-3.0-resnet56 INFO: num_classes: 100
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: mode: prune
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: model: resnet56
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: verbose: False
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: dataset: cifar100
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: dataroot: data
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: batch_size: 128
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: total_epochs: 100
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: lr_decay_milestones: 60,80
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: lr_decay_gamma: 0.1
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: lr: 0.01
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: restore: run/cifar100/pretrain/cifar100_resnet56.pth
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: output_dir: run/cifar100/prune/cifar100-global-proj_sl-3.0-resnet56
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: finetune: True
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: last_epochs: 100
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: reps: 1
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: method: proj_sl
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: speed_up: 3.0
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: max_pruning_ratio: 1.0
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: soft_keeping_ratio: 0.0
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: reg: 1e-05
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: delta_reg: 0.0001
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: weight_decay: 0.0005
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: seed: 1
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: global_pruning: True
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_total_epochs: 100
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_lr: 0.01
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_lr_decay_milestones: 60,80
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_reg_warmup: 0
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: sl_restore: None
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: iterative_steps: 400
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: logger: <Logger cifar100-global-proj_sl-3.0-resnet56 (DEBUG)>
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: device: cuda
[02/22 00:50:54] cifar100-global-proj_sl-3.0-resnet56 INFO: num_classes: 100
[02/22 00:50:55] cifar100-global-proj_sl-3.0-resnet56 INFO: Loading model from run/cifar100/pretrain/cifar100_resnet56.pth
[02/22 00:50:55] cifar100-global-proj_sl-3.0-resnet56 INFO: Regularizing...
[02/22 00:57:39] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 0/100, Acc=0.6377, Val Loss=1.5375, lr=0.0100
[02/22 01:04:26] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 1/100, Acc=0.6527, Val Loss=1.4562, lr=0.0100
[02/22 01:11:13] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 2/100, Acc=0.6656, Val Loss=1.4228, lr=0.0100
[02/22 01:18:00] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 3/100, Acc=0.6634, Val Loss=1.3831, lr=0.0100
[02/22 01:24:48] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 4/100, Acc=0.6597, Val Loss=1.4386, lr=0.0100
[02/22 01:31:35] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 5/100, Acc=0.6709, Val Loss=1.4038, lr=0.0100
[02/22 01:38:22] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 6/100, Acc=0.6632, Val Loss=1.4514, lr=0.0100
[02/22 01:45:08] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 7/100, Acc=0.6715, Val Loss=1.3842, lr=0.0100
[02/22 01:51:53] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 8/100, Acc=0.6728, Val Loss=1.3778, lr=0.0100
[02/22 01:58:41] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 9/100, Acc=0.6774, Val Loss=1.4485, lr=0.0100
[02/22 02:05:26] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 10/100, Acc=0.6828, Val Loss=1.3929, lr=0.0100
[02/22 02:12:11] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 11/100, Acc=0.6753, Val Loss=1.4364, lr=0.0100
[02/22 02:18:58] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 12/100, Acc=0.6768, Val Loss=1.4354, lr=0.0100
[02/22 02:25:46] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 13/100, Acc=0.6771, Val Loss=1.4794, lr=0.0100
[02/22 02:32:33] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 14/100, Acc=0.6790, Val Loss=1.4397, lr=0.0100
[02/22 02:39:19] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 15/100, Acc=0.6773, Val Loss=1.4394, lr=0.0100
[02/22 02:46:06] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 16/100, Acc=0.6856, Val Loss=1.4235, lr=0.0100
[02/22 02:52:53] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 17/100, Acc=0.6716, Val Loss=1.4873, lr=0.0100
[02/22 02:59:37] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 18/100, Acc=0.6895, Val Loss=1.4615, lr=0.0100
[02/22 03:06:24] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 19/100, Acc=0.6758, Val Loss=1.5407, lr=0.0100
[02/22 03:13:13] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 20/100, Acc=0.6729, Val Loss=1.5128, lr=0.0100
[02/22 03:20:01] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 21/100, Acc=0.6794, Val Loss=1.4783, lr=0.0100
[02/22 03:26:48] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 22/100, Acc=0.6736, Val Loss=1.5364, lr=0.0100
[02/22 03:33:33] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 23/100, Acc=0.6823, Val Loss=1.5239, lr=0.0100
[02/22 03:40:19] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 24/100, Acc=0.6773, Val Loss=1.5699, lr=0.0100
[02/22 03:47:05] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 25/100, Acc=0.6909, Val Loss=1.4293, lr=0.0100
[02/22 03:53:54] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 26/100, Acc=0.6793, Val Loss=1.5625, lr=0.0100
[02/22 04:00:42] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 27/100, Acc=0.6770, Val Loss=1.5642, lr=0.0100
[02/22 04:07:31] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 28/100, Acc=0.6805, Val Loss=1.5694, lr=0.0100
[02/22 04:14:19] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 29/100, Acc=0.6853, Val Loss=1.5376, lr=0.0100
[02/22 04:21:05] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 30/100, Acc=0.6833, Val Loss=1.6033, lr=0.0100
[02/22 04:27:50] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 31/100, Acc=0.6862, Val Loss=1.5249, lr=0.0100
[02/22 04:34:38] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 32/100, Acc=0.6834, Val Loss=1.5486, lr=0.0100
[02/22 04:41:25] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 33/100, Acc=0.6910, Val Loss=1.4812, lr=0.0100
[02/22 04:48:12] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 34/100, Acc=0.6871, Val Loss=1.5863, lr=0.0100
[02/22 04:54:57] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 35/100, Acc=0.6890, Val Loss=1.5653, lr=0.0100
[02/22 05:01:42] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 36/100, Acc=0.6791, Val Loss=1.6072, lr=0.0100
[02/22 05:08:30] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 37/100, Acc=0.6872, Val Loss=1.5946, lr=0.0100
[02/22 05:15:17] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 38/100, Acc=0.6902, Val Loss=1.5887, lr=0.0100
[02/22 05:22:01] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 39/100, Acc=0.6923, Val Loss=1.5889, lr=0.0100
[02/22 05:28:47] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 40/100, Acc=0.6864, Val Loss=1.5704, lr=0.0100
[02/22 05:35:33] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 41/100, Acc=0.6792, Val Loss=1.6591, lr=0.0100
[02/22 05:42:19] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 42/100, Acc=0.6885, Val Loss=1.5957, lr=0.0100
[02/22 05:49:03] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 43/100, Acc=0.6765, Val Loss=1.6587, lr=0.0100
[02/22 05:55:49] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 44/100, Acc=0.6895, Val Loss=1.6444, lr=0.0100
[02/22 06:02:37] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 45/100, Acc=0.6845, Val Loss=1.6588, lr=0.0100
[02/22 06:09:23] cifar100-global-proj_sl-3.0-resnet56 INFO: Epoch 46/100, Acc=0.6789, Val Loss=1.6733, lr=0.0100
