[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: mode: prune
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: model: pointnet
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: verbose: False
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: dataset: modelnet40
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: dataroot: data
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: batch_size: 32
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: total_epochs: 100
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: lr_decay_milestones: 50,80
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: lr_decay_gamma: 0.1
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: lr: 0.01
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: restore: run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: output_dir: run/modelnet40/prune/modelnet40-global-proj-2.0-pointnet
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: finetune: True
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: last_epochs: 100
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: reps: 1
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: method: proj
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: speed_up: 2.0
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: max_pruning_ratio: 1.0
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: soft_keeping_ratio: 0.0
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: reg: 1e-05
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: delta_reg: 0.0001
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: weight_decay: 0.0005
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: seed: 1
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: global_pruning: True
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: sl_total_epochs: 100
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: sl_lr: 0.01
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: sl_lr_decay_milestones: 60,80
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: sl_reg_warmup: 0
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: sl_restore: None
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: iterative_steps: 400
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: logger: <Logger modelnet40-global-proj-2.0-pointnet (DEBUG)>
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: device: cuda
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: num_classes: 40
[02/22 15:22:43] modelnet40-global-proj-2.0-pointnet INFO: Loading model from run/modelnet40/pretrain/modelnet40_pointnet.pth
[02/22 15:22:45] modelnet40-global-proj-2.0-pointnet INFO: Pruning...
[02/22 15:26:57] modelnet40-global-proj-2.0-pointnet INFO: PointNet(
  (conv1): Conv1d(3, 45, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(45, 56, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(56, 40, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(40, 110, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(110, 1161, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(45, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(56, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(110, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1161, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1161, out_features=186, bias=False)
  (bn6): BatchNorm1d(186, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=186, out_features=40, bias=True)
)
[02/22 15:26:58] modelnet40-global-proj-2.0-pointnet INFO: Params: 1.35 M => 0.36 M (26.86%)
[02/22 15:26:58] modelnet40-global-proj-2.0-pointnet INFO: FLOPs: 291.33 M => 143.41 M (49.23%, 2.03X )
[02/22 15:26:58] modelnet40-global-proj-2.0-pointnet INFO: Acc: 0.8861 => 0.6503
[02/22 15:26:58] modelnet40-global-proj-2.0-pointnet INFO: Val Loss: 0.3951 => 1.1891
[02/22 15:26:58] modelnet40-global-proj-2.0-pointnet INFO: Finetuning...
[02/22 15:27:11] modelnet40-global-proj-2.0-pointnet INFO: Epoch 0/100, Acc=0.8047, Val Loss=0.6330, lr=0.0100
[02/22 15:27:24] modelnet40-global-proj-2.0-pointnet INFO: Epoch 1/100, Acc=0.8290, Val Loss=0.5449, lr=0.0100
[02/22 15:27:36] modelnet40-global-proj-2.0-pointnet INFO: Epoch 2/100, Acc=0.8059, Val Loss=0.6178, lr=0.0100
[02/22 15:27:49] modelnet40-global-proj-2.0-pointnet INFO: Epoch 3/100, Acc=0.8083, Val Loss=0.5976, lr=0.0100
[02/22 15:28:01] modelnet40-global-proj-2.0-pointnet INFO: Epoch 4/100, Acc=0.8031, Val Loss=0.6079, lr=0.0100
[02/22 15:28:14] modelnet40-global-proj-2.0-pointnet INFO: Epoch 5/100, Acc=0.8476, Val Loss=0.5342, lr=0.0100
[02/22 15:28:27] modelnet40-global-proj-2.0-pointnet INFO: Epoch 6/100, Acc=0.8472, Val Loss=0.5180, lr=0.0100
[02/22 15:28:39] modelnet40-global-proj-2.0-pointnet INFO: Epoch 7/100, Acc=0.8120, Val Loss=0.5716, lr=0.0100
[02/22 15:28:52] modelnet40-global-proj-2.0-pointnet INFO: Epoch 8/100, Acc=0.7784, Val Loss=0.7016, lr=0.0100
[02/22 15:29:05] modelnet40-global-proj-2.0-pointnet INFO: Epoch 9/100, Acc=0.8343, Val Loss=0.5592, lr=0.0100
[02/22 15:29:17] modelnet40-global-proj-2.0-pointnet INFO: Epoch 10/100, Acc=0.8148, Val Loss=0.6011, lr=0.0100
[02/22 15:29:30] modelnet40-global-proj-2.0-pointnet INFO: Epoch 11/100, Acc=0.8339, Val Loss=0.5489, lr=0.0100
[02/22 15:29:42] modelnet40-global-proj-2.0-pointnet INFO: Epoch 12/100, Acc=0.8428, Val Loss=0.5106, lr=0.0100
[02/22 15:29:55] modelnet40-global-proj-2.0-pointnet INFO: Epoch 13/100, Acc=0.8513, Val Loss=0.5084, lr=0.0100
[02/22 15:30:07] modelnet40-global-proj-2.0-pointnet INFO: Epoch 14/100, Acc=0.8294, Val Loss=0.5585, lr=0.0100
[02/22 15:30:20] modelnet40-global-proj-2.0-pointnet INFO: Epoch 15/100, Acc=0.8420, Val Loss=0.5244, lr=0.0100
[02/22 15:30:32] modelnet40-global-proj-2.0-pointnet INFO: Epoch 16/100, Acc=0.8452, Val Loss=0.5452, lr=0.0100
[02/22 15:30:45] modelnet40-global-proj-2.0-pointnet INFO: Epoch 17/100, Acc=0.8189, Val Loss=0.5379, lr=0.0100
[02/22 15:30:58] modelnet40-global-proj-2.0-pointnet INFO: Epoch 18/100, Acc=0.8448, Val Loss=0.5234, lr=0.0100
[02/22 15:31:11] modelnet40-global-proj-2.0-pointnet INFO: Epoch 19/100, Acc=0.8221, Val Loss=0.5803, lr=0.0100
[02/22 15:31:23] modelnet40-global-proj-2.0-pointnet INFO: Epoch 20/100, Acc=0.8472, Val Loss=0.5163, lr=0.0100
[02/22 15:31:36] modelnet40-global-proj-2.0-pointnet INFO: Epoch 21/100, Acc=0.8448, Val Loss=0.5177, lr=0.0100
[02/22 15:31:49] modelnet40-global-proj-2.0-pointnet INFO: Epoch 22/100, Acc=0.8221, Val Loss=0.5909, lr=0.0100
[02/22 15:32:01] modelnet40-global-proj-2.0-pointnet INFO: Epoch 23/100, Acc=0.8355, Val Loss=0.5350, lr=0.0100
[02/22 15:32:13] modelnet40-global-proj-2.0-pointnet INFO: Epoch 24/100, Acc=0.8343, Val Loss=0.5470, lr=0.0100
[02/22 15:32:25] modelnet40-global-proj-2.0-pointnet INFO: Epoch 25/100, Acc=0.8314, Val Loss=0.5648, lr=0.0100
[02/22 15:32:38] modelnet40-global-proj-2.0-pointnet INFO: Epoch 26/100, Acc=0.8298, Val Loss=0.5413, lr=0.0100
[02/22 15:32:50] modelnet40-global-proj-2.0-pointnet INFO: Epoch 27/100, Acc=0.8367, Val Loss=0.5283, lr=0.0100
[02/22 15:33:02] modelnet40-global-proj-2.0-pointnet INFO: Epoch 28/100, Acc=0.8420, Val Loss=0.5045, lr=0.0100
[02/22 15:33:15] modelnet40-global-proj-2.0-pointnet INFO: Epoch 29/100, Acc=0.7958, Val Loss=0.6689, lr=0.0100
[02/22 15:33:28] modelnet40-global-proj-2.0-pointnet INFO: Epoch 30/100, Acc=0.8314, Val Loss=0.5599, lr=0.0100
[02/22 15:33:41] modelnet40-global-proj-2.0-pointnet INFO: Epoch 31/100, Acc=0.8294, Val Loss=0.5339, lr=0.0100
[02/22 15:33:53] modelnet40-global-proj-2.0-pointnet INFO: Epoch 32/100, Acc=0.8002, Val Loss=0.5944, lr=0.0100
[02/22 15:34:05] modelnet40-global-proj-2.0-pointnet INFO: Epoch 33/100, Acc=0.8266, Val Loss=0.5793, lr=0.0100
[02/22 15:34:18] modelnet40-global-proj-2.0-pointnet INFO: Epoch 34/100, Acc=0.8233, Val Loss=0.5525, lr=0.0100
[02/22 15:34:30] modelnet40-global-proj-2.0-pointnet INFO: Epoch 35/100, Acc=0.8286, Val Loss=0.5820, lr=0.0100
[02/22 15:34:43] modelnet40-global-proj-2.0-pointnet INFO: Epoch 36/100, Acc=0.8452, Val Loss=0.5393, lr=0.0100
